Myers_synthetic_filaments_noise,frame_shuffle->bitswap1->lz4,1493908718,16,543,0,0,inf,543
Myers_synthetic_filaments_noise,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,543,0,0,inf,543
Myers_synthetic_filaments_noise,rmestbkrd->bitswap1->lz4,1493908721,16,543,16.8798,8.3751e-05,193.546,498
Myers_synthetic_filaments_noise,quantiser->hevc,1493908718,16,543,1635.47,0.000824378,147.81,54033
Svoboda_Colon_small,lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,quantiser->lz4,1493908718,16,447,2606.97,0.00167619,143.147,65489
Svoboda_Colon_small,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,raster_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,raster_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,frame_shuffle->bitswap1->lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,bitswap1->lz4,1493908718,16,447,0,0,inf,447
Svoboda_Colon_small,rmestbkrd->bitswap1->lz4,1493908720,16,447,95.2261,0.000320357,176.244,432
Tomancak_spim_TL05_Angle1,lz4,1493908680,16,50994,0,0,inf,50994
Tomancak_spim_TL05_Angle1,quantiser->lz4,1493908680,16,50994,7230.48,1.19217e-05,132.946,65057
Tomancak_spim_TL05_Angle1,quantiser->h264,1493908680,16,50994,7172.24,1.18736e-05,133.027,64793
Tomancak_spim_TL05_Angle1,bitswap1->lz4,1493908680,16,50994,0,0,inf,50994
Tomancak_spim_TL05_Angle1,frame_shuffle->bitswap1->lz4,1493908680,16,50994,0,0,inf,50994
Tomancak_spim_TL05_Angle1,rmestbkrd->bitswap1->lz4,1493908680,16,50994,224.73,2.10177e-06,167.658,50886
Tomancak_spim_TL05_Angle1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,50994,22.0219,6.57934e-07,190.886,51124
Tomancak_spim_TL05_Angle1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,50994,10.1863,4.47469e-07,198.596,51124
Tomancak_spim_TL05_Angle1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,50994,0,0,inf,50994
Tomancak_spim_TL05_Angle1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,50994,0,0,inf,50994
Tomancak_spim_TL05_Angle1,quantiser->hevc,1493908680,16,50994,8935.72,1.32532e-05,130.829,65534
Tomancak_spim_TL08_Angle1_Channel1,quantiser->lz4,1493908680,16,2016,6956.2,0.000340298,133.333,65057
Tomancak_spim_TL08_Angle1_Channel1,lz4,1493908680,16,2016,0,0,inf,2016
Tomancak_spim_TL08_Angle1_Channel1,quantiser->h264,1493908680,16,2016,6646.47,0.000332636,133.788,65057
Tomancak_spim_TL08_Angle1_Channel1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,2016,24.1811,2.00637e-05,189.951,2156
Tomancak_spim_TL08_Angle1_Channel1,bitswap1->lz4,1493908680,16,2016,0,0,inf,2016
Tomancak_spim_TL08_Angle1_Channel1,frame_shuffle->bitswap1->lz4,1493908680,16,2016,0,0,inf,2016
Tomancak_spim_TL08_Angle1_Channel1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,2016,12.0545,1.4166e-05,196.912,2156
Tomancak_spim_TL08_Angle1_Channel1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,2016,0,0,inf,2016
Tomancak_spim_TL08_Angle1_Channel1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,2016,0,0,inf,2016
Tomancak_spim_TL08_Angle1_Channel1,quantiser->hevc,1493908680,16,2016,7024.68,0.000341969,133.235,65057
Tomancak_spim_TL08_Angle1_Channel1,rmestbkrd->bitswap1->lz4,1493908700,16,2016,215.626,5.99133e-05,168.071,1932
Tomancak_spim_TL50_Angle1,quantiser->lz4,1493908680,16,42094,6133.73,1.45886e-05,134.591,62729
Tomancak_spim_TL50_Angle1,lz4,1493908680,16,42094,0,0,inf,42094
Tomancak_spim_TL50_Angle1,quantiser->h264,1493908680,16,42094,7972.16,1.66318e-05,131.97,61798
Tomancak_spim_TL50_Angle1,frame_shuffle->bitswap1->lz4,1493908680,16,42094,0,0,inf,42094
Tomancak_spim_TL50_Angle1,bitswap1->lz4,1493908680,16,42094,0,0,inf,42094
Tomancak_spim_TL50_Angle1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,42094,19.7744,8.28331e-07,191.963,42229
Tomancak_spim_TL50_Angle1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,42094,0,0,inf,42094
Tomancak_spim_TL50_Angle1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,42094,9.87673,5.85409e-07,198.905,42229
Tomancak_spim_TL50_Angle1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,42094,0,0,inf,42094
Tomancak_spim_TL50_Angle1,rmestbkrd->bitswap1->lz4,1493908683,16,42094,213.441,2.72139e-06,168.173,42000
Tomancak_spim_TL50_Angle1,quantiser->hevc,1493908680,16,42094,6436.22,1.4944e-05,134.11,65057
Volvis_arteries,lz4,1493908718,16,256,0,0,inf,256
Volvis_arteries,quantiser->lz4,1493908720,16,256,259.469,0.000987012,166.22,57865
Volvis_arteries,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908720,16,256,0,0,inf,256
Volvis_arteries,raster_reorder(tile_size=16)->bitswap1->lz4,1493908721,16,256,0,0,inf,256
Volvis_arteries,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908721,16,256,0,0,inf,256
Volvis_arteries,frame_shuffle->bitswap1->lz4,1493908721,16,256,0,0,inf,256
Volvis_arteries,bitswap1->lz4,1493908721,16,256,0,0,inf,256
Volvis_arteries,quantiser->hevc,1493908723,16,256,1131.59,0.00206122,151.493,65057
Volvis_arteries,quantiser->h264,1493908724,16,256,1129.04,0.0020589,151.516,65057
Volvis_arteries,rmestbkrd->bitswap1->lz4,1493908730,16,256,5.67915,0.000146023,204.439,249
Volvis_arteries,raster_reorder(tile_size=16)->bitswap1->lz4,1493908730,16,256,15.8369,0.000243845,194.183,256
